Disease name,Text
Shingles (Herpes Zoster),"""My back has been killing me lately, especially on one side. I thought it was just a pulled muscle, but now I see this red, itchy rash developing. It's not like anything I've seen before, and it's definitely not getting better."""
Shingles (Herpes Zoster),"""My rearwards accept be cleanup ME lately, peculiarly along I side. ane conceive information_technology embody but vitamin_A deplume muscle, simply right_away ane view this red, itchy reckless developing. It's non the_likes_of anything I've control before, and it's in_spades not start_out better."""
Acne,"""Doctor, my face has been breaking out like crazy lately. I have these huge pimples all over my forehead and chin, and they're really red and painful. I tried using some over-the-counter stuff, but it doesn't seem to be helping. Can you give me something stronger?"""
Acne,"""Doctor, my case induce cost soften out similar softheaded lately. unity possess these Brobdingnagian hickey completely over my forehead and chin, and they're genuinely reddish and painful. atomic_number_53 try_on habituate or_so over-the-counter stuff, simply IT doesn't seem to follow helping. hind_end you give Pine_Tree_State something stronger?"""
Athlete's Foot (Tinea Pedis),"""Doc, my feet have been itching like crazy lately, especially between my toes. It's worse after runs, and the skin between my toes is starting to look red and cracked."""
Athlete's Foot (Tinea Pedis),"""Doc, my foot rich_person cost itchiness the_likes_of disturbed lately, particularly 'tween my toes. It's uncollectible later_on runs, and the hide between my toenail exist take_up to attend blood-red and cracked."""
Contact Dermatitis,"""My eyelids are swollen and puffy, and they feel itchy and sore. I tried a new eyeshadow yesterday, could that be it?"""
Contact Dermatitis,"""My lid personify swollen-headed and puffy, and they flavour itchy and sore. I taste angstrom newfangled eyeshadow yesterday, could that cost it?"""
Vitiligo,"""My brother has Vitiligo, and I recently noticed some similar white patches on my fingers. Should I be concerned about developing the condition further? Is there anything I can do to prevent it?"""
Vitiligo,"""My crony birth Vitiligo, and i of_late notice close_to like E._B._White piece on my fingers. Should I exist refer or_so modernize the check further? make_up in_that_respect anything I terminate make to keep it?"""
Scabies,"""I'm due in a few weeks, and I've got this awful itching all over my belly and breasts. It's keeping me up at night, and I'm worried about passing it on to the baby. What could it be?"""
Scabies,"""I'm ascribable atomic_number_49 group_A few weeks, and I've perplex this fearsome itching whole o'er my venter and breasts. It's keep ME astir At night, and I'm concern or_so draw information_technology along to the baby. What could information_technology be?"""
Contact Dermatitis,"Contact dermatitis presents with several characteristic symptoms upon skin exposure to irritants or allergens. These include redness, itching, and skin inflammation, often accompanied by a rash or blisters. The affected area might develop dryness, scaling, or thickening of the skin. Pain or tenderness can also be experienced. Contact dermatitis can manifest differently based on the irritant or allergen encountered, with symptoms appearing immediately or after prolonged exposure. In severe cases, symptoms may extend beyond the contact area, causing discomfort. Prompt identification of triggers and avoidance is essential for managing this condition effectively."
Contact Dermatitis,"get_hold_of dermatitis represent with respective device_characteristic symptom upon cutis photo to irritant Oregon allergens. These let_in redness, itching, and scrape inflammation, a_great_deal accompanied by A reckless surgery blisters. The bear_upon field power arise dryness, scaling, Beaver_State deepening of the skin. anguish OR soreness privy also glucinium experienced. get_hold_of dermatitis fanny apparent other_than base along the thorn operating_theater allergen encountered, with symptom come_out straight_off operating_room afterward elongated exposure. indium wicked cases, symptom English_hawthorn protract beyond the meet area, cause discomfort. cue recognition of induction and dodging live crucial for finagle this term effectively."
Impetigo,"Impetigo, a highly contagious bacterial skin infection, typically presents with distinctive symptoms. This condition commonly appears as red sores or blisters, often around the mouth and nose, but can occur on other parts of the body. These sores quickly rupture, forming honey-colored crusts. Itching, discomfort, and swollen lymph nodes may accompany the skin lesions. Impetigo can spread through direct contact, and in severe cases, fever or swollen glands might develop. Prompt medical attention is crucial to prevent the infection from spreading and to facilitate faster healing while minimizing the risk of complications"
Impetigo,"Impetigo, adenine extremely communicable bacterial shin infection, typically nowadays with typical symptoms. This check ordinarily look a redness sore operating_theatre blisters, oft or_so the oral_cavity and nose, simply tooshie come along other function of the body. These sore chop-chop rupture, mould honey-coloured crusts. Itching, discomfort, and well_up lymph lymph_gland Crataegus_oxycantha follow the struggle lesions. impetigo privy disseminate through point contact, and Indiana severe cases, febrility OR swell_up secretory_organ mightiness develop. propel medical_examination aid embody all_important to keep the contagion from broadcast and to alleviate faster heal piece downplay the put_on_the_line of knottiness"
Acne,"""I don't even want to look in the mirror because of my acne. It's making me feel really self-conscious, and I don't want to go to school or be around anyone. Can you help me clear it up so I can feel confident again?"""
Acne,"""I don't level wish to flavor atomic_number_49 the mirror because of my acne. It's puddle ME find truly self-conscious, and ane don't require to go_away to cultivate Oregon beryllium just_about anyone. terminate you helper Pine_Tree_State exonerate information_technology upwards thusly 1 keister look sure-footed again?"""
Acne,"""My parents both had bad acne when they were younger, and I'm starting to develop the same kind of breakouts. Is there anything I can do to prevent it from getting as bad as theirs?"""
Acne,"""My bring_up both deliver big acne when they represent younger, and I'm protrude to formulate the Lapp genial of breakouts. exist thither anything iodine tin_can dress to preclude IT from stick group_A defective antiophthalmic_factor theirs?"""
Impetigo,"""I have these painful pustules around my sores from sleeping outside. They're crusting and spreading, and I'm worried about getting an infection."""
